.index,.value,.conf_lo,.conf_hi,Month
19/07/2022,2.400854514,NA,NA,11 months
20/07/2022,1.86106875,NA,NA,11 months
21/07/2022,3.167716319,NA,NA,11 months
22/07/2022,2.406262847,NA,NA,11 months
23/07/2022,1.837045139,NA,NA,11 months
24/07/2022,1.641955556,NA,NA,11 months
25/07/2022,0.815207986,NA,NA,11 months
26/07/2022,2.833456944,NA,NA,11 months
27/07/2022,1.91151195,NA,NA,11 months
28/07/2022,1.945563366,NA,NA,11 months
29/07/2022,0.544959375,NA,NA,11 months
30/07/2022,1.5553875,NA,NA,11 months
31/07/2022,3.001889083,NA,NA,11 months
01/08/2022,0.30229661,NA,NA,11 months
02/08/2022,1.293307292,NA,NA,11 months
03/08/2022,2.780509375,NA,NA,11 months
04/08/2022,1.637516319,NA,NA,11 months
05/08/2022,2.548803819,NA,NA,11 months
06/08/2022,2.017529167,NA,NA,11 months
07/08/2022,1.309562153,NA,NA,11 months
08/08/2022,1.717640625,NA,NA,11 months
09/08/2022,1.532463542,NA,NA,11 months
10/08/2022,1.569150347,NA,NA,11 months
11/08/2022,1.485265278,NA,NA,11 months
12/08/2022,1.576089236,NA,NA,11 months
13/08/2022,1.639046875,NA,NA,11 months
14/08/2022,1.2397625,NA,NA,11 months
15/08/2022,0.802059722,NA,NA,11 months
16/08/2022,0.751621528,NA,NA,11 months
17/08/2022,1.469442014,NA,NA,11 months
18/08/2022,1.123939236,NA,NA,11 months
19/08/2022,0.783787847,NA,NA,11 months
20/08/2022,1.290105556,NA,NA,11 months
21/08/2022,0.955396181,NA,NA,11 months
22/08/2022,1.357744906,NA,NA,11 months
23/08/2022,2.597292014,NA,NA,11 months
24/08/2022,1.482247569,NA,NA,11 months
25/08/2022,2.006594097,NA,NA,11 months
26/08/2022,1.991759028,NA,NA,11 months
27/08/2022,1.388339583,NA,NA,11 months
28/08/2022,1.538382639,NA,NA,11 months
29/08/2022,1.116085069,NA,NA,11 months
30/08/2022,2.266723264,NA,NA,11 months
31/08/2022,1.41150722,NA,NA,11 months
01/09/2022,1.830452083,NA,NA,11 months
02/09/2022,1.542970213,NA,NA,11 months
03/09/2022,0.547424306,NA,NA,11 months
04/09/2022,1.745832292,NA,NA,11 months
05/09/2022,1.331801736,NA,NA,11 months
06/09/2022,0.619145833,NA,NA,11 months
07/09/2022,0.8949875,NA,NA,11 months
08/09/2022,0.491457292,NA,NA,11 months
09/09/2022,2.395101042,NA,NA,11 months
10/09/2022,2.84719375,NA,NA,11 months
11/09/2022,0.977669792,NA,NA,11 months
12/09/2022,0.421713793,NA,NA,11 months
13/09/2022,1.337136507,-4.514280804,7.188553818,11 months
14/09/2022,1.187470203,-4.663947108,7.038887514,11 months
15/09/2022,1.42866615,-4.422751161,7.280083462,11 months
16/09/2022,1.308365443,-4.543051868,7.159782754,11 months
17/09/2022,1.650901527,-4.200515785,7.502318838,11 months
18/09/2022,1.796135557,-4.055281754,7.647552868,11 months
19/09/2022,1.362291362,-4.489125949,7.213708674,11 months
20/09/2022,1.5917073,-4.259710011,7.443124611,11 months
21/09/2022,1.435865294,-4.415552017,7.287282606,11 months
22/09/2022,1.670661193,-4.180756118,7.522078504,11 months
23/09/2022,1.543787282,-4.307630029,7.395204593,11 months
24/09/2022,1.274937532,-4.576479779,7.126354844,11 months
25/09/2022,1.413413799,-4.438003513,7.26483111,11 months
26/09/2022,0.972803322,-4.878613989,6.824220634,11 months
27/09/2022,1.195501399,-4.655915912,7.046918711,11 months
28/09/2022,1.033047083,-4.818370228,6.884464394,11 months
29/09/2022,1.261393026,-4.590024285,7.112810338,11 months
30/09/2022,1.128287487,-4.723129824,6.979704798,11 months
01/10/2022,1.336398585,-4.515018726,7.187815896,11 months
02/10/2022,1.691728708,-4.159688603,7.54314602,11 months
03/10/2022,1.245861563,-4.605555748,7.097278874,11 months
04/10/2022,1.463726911,-4.387690401,7.315144222,11 months
05/10/2022,1.552201698,-4.299215614,7.403619009,11 months
06/10/2022,1.776692574,-4.074724737,7.628109885,11 months
07/10/2022,1.384984601,-4.46643271,7.236401912,11 months
08/10/2022,1.542661196,-4.308756115,7.394078508,11 months
09/10/2022,1.673380185,-4.178037126,7.524797496,11 months
10/10/2022,1.22601757,-4.625399741,7.077434881,11 months
11/10/2022,1.443033834,-4.408383477,7.294451146,11 months
12/10/2022,1.531317982,-4.32009933,7.382735293,11 months
13/10/2022,1.756283132,-4.09513418,7.607700443,11 months
14/10/2022,1.36571512,-4.485702191,7.217132431,11 months
15/10/2022,1.259454089,-4.591963222,7.110871401,11 months
16/10/2022,1.39262369,-4.458793621,7.244041002,11 months
17/10/2022,0.94834514,-4.903072171,6.799762451,11 months
18/10/2022,1.169056769,-4.682360543,7.02047408,11 months
19/10/2022,1.261619898,-4.589797413,7.11303721,11 months
20/10/2022,1.491414615,-4.360002697,7.342831926,11 months
21/10/2022,1.106188586,-4.745228725,6.957605898,11 months
22/10/2022,1.271477213,-4.579940098,7.122894524,11 months
23/10/2022,1.410879969,-4.440537342,7.26229728,11 months
24/10/2022,0.973204551,-4.87821276,6.824621863,11 months
25/10/2022,1.200833651,-4.65058366,7.052250962,11 months
26/10/2022,1.300569534,-4.550847777,7.151986845,11 months
27/10/2022,1.537730265,-4.313687046,7.389147577,11 months
28/10/2022,1.159999002,-4.691418309,7.011416313,11 months
29/10/2022,1.143322568,-4.708094744,6.994739879,11 months
30/10/2022,1.290276609,-4.561140702,7.14169392,11 months
31/10/2022,0.86007784,-4.991339471,6.711495151,11 months
01/11/2022,1.021910354,-4.829506957,6.873327666,11 months
02/11/2022,1.406874327,-4.444542984,7.258291638,11 months
03/11/2022,1.650873196,-4.200544115,7.502290507,11 months
04/11/2022,1.534924853,-4.316492458,7.386342164,11 months
05/11/2022,1.278630484,-4.572786827,7.130047795,11 months
06/11/2022,1.431183175,-4.420234137,7.282600486,11 months
07/11/2022,0.750752671,-5.10066464,6.602169983,11 months
08/11/2022,0.990182531,-4.86123478,6.841599842,11 months
09/11/2022,1.100859674,-4.750557637,6.952276985,11 months
10/11/2022,1.347985288,-4.503432023,7.1994026,11 months
11/11/2022,1.234425108,-4.616992203,7.08584242,11 months
12/11/2022,1.584434595,-4.266982716,7.435851906,11 months
13/11/2022,1.737788126,-4.113629186,7.589205437,11 months
14/11/2022,1.057321038,-4.794096273,6.908738349,11 months
15/11/2022,1.295855734,-4.555561577,7.147273046,11 months
16/11/2022,1.404764288,-4.446653024,7.256181599,11 months
17/11/2022,1.649239524,-4.202177787,7.500656835,11 months
18/11/2022,1.532145424,-4.319271887,7.383562736,11 months
19/11/2022,1.708265116,-4.143152195,7.559682427,11 months
20/11/2022,1.856339161,-3.99507815,7.707756473,11 months
21/11/2022,1.169743962,-4.681673349,7.021161273,11 months
22/11/2022,1.401326861,-4.450090451,7.252744172,11 months
23/11/2022,1.502491348,-4.348925964,7.353908659,11 months
24/11/2022,1.73846796,-4.112949351,7.589885271,11 months
25/11/2022,1.612164455,-4.239252856,7.463581766,11 months
26/11/2022,1.153675887,-4.697741425,7.005093198,11 months
27/11/2022,1.291273101,-4.56014421,7.142690412,11 months
28/11/2022,0.593654971,-5.25776234,6.445072283,11 months
29/11/2022,0.813733621,-5.03768369,6.665150932,11 months
30/11/2022,0.902981544,-4.948435767,6.754398856,11 months
01/12/2022,1.207254646,-4.644162665,7.058671957,11 months
02/12/2022,1.290918161,-4.56049915,7.142335472,11 months
03/12/2022,1.444462504,-4.406954807,7.295879816,11 months
04/12/2022,1.569250759,-4.282166552,7.420668071,11 months
05/12/2022,1.114095101,-4.73732221,6.965512413,11 months
06/12/2022,1.321403973,-4.530013338,7.172821284,11 months
07/12/2022,1.142733316,-4.708683996,6.994150627,11 months
08/12/2022,1.354056358,-4.497360953,7.205473669,11 months
09/12/2022,1.203145557,-4.648271755,7.054562868,11 months
10/12/2022,1.51447008,-4.336947232,7.365887391,11 months
11/12/2022,1.628030093,-4.223387218,7.479447404,11 months
12/12/2022,1.162190635,-4.689226676,7.013607946,11 months
13/12/2022,1.359432369,-4.491984943,7.21084968,11 months
14/12/2022,1.171379519,-4.680037792,7.022796831,11 months
15/12/2022,1.374069132,-4.477348179,7.225486443,11 months
16/12/2022,1.215332506,-4.636084805,7.066749818,11 months
17/12/2022,0.914999384,-4.936417927,6.766416695,11 months
18/12/2022,1.022503116,-4.828914196,6.873920427,11 months
19/12/2022,0.55155718,-5.299860131,6.402974492,11 months
20/12/2022,0.744676905,-5.106740406,6.596094216,11 months
21/12/2022,0.553514281,-5.29790303,6.404931593,11 months
22/12/2022,0.754126975,-5.097290337,6.605544286,11 months
23/12/2022,0.594359569,-5.257057742,6.44577688,11 months
24/12/2022,0.539741103,-5.311676208,6.391158414,11 months
25/12/2022,0.648316211,-5.2031011,6.499733522,11 months
26/12/2022,0.179482532,-5.671934779,6.030899844,11 months
27/12/2022,0.37573852,-5.475678791,6.227155832,11 months
28/12/2022,0.188711833,-5.662705478,6.040129145,11 months
29/12/2022,0.394428492,-5.456988819,6.245845804,11 months
30/12/2022,0.240694328,-5.610722983,6.092111639,11 months
31/12/2022,0.382514847,-5.468902465,6.233932158,11 months
01/01/2023,1.22019054,-4.631226771,7.071607851,11 months
02/01/2023,1.037986962,-4.81343035,6.889404273,11 months
03/01/2023,1.243473711,-4.6079436,7.094891022,11 months
04/01/2023,1.321610929,-4.529806382,7.173028241,11 months
05/01/2023,1.537763604,-4.313653707,7.389180915,11 months
06/01/2023,1.394952519,-4.456464792,7.24636983,11 months
07/01/2023,1.142724555,-4.708692756,6.994141866,11 months
08/01/2023,1.590256089,-4.261161223,7.4416734,11 months
09/01/2023,1.141823709,-4.709593602,6.993241021,11 months
10/01/2023,1.359332635,-4.492084676,7.210749946,11 months
11/01/2023,1.449543961,-4.40187335,7.300961272,11 months
12/01/2023,1.677731656,-4.173685655,7.529148967,11 months
13/01/2023,1.546825755,-4.304591556,7.398243067,11 months
14/01/2023,1.306283354,-4.545133957,7.157700665,11 months
15/01/2023,1.160499874,-4.690917437,7.011917185,11 months
16/01/2023,0.723051779,-5.128365532,6.574469091,11 months
17/01/2023,0.951068699,-4.900348612,6.802486011,11 months
18/01/2023,1.051232641,-4.80018467,6.902649952,11 months
19/01/2023,1.288742793,-4.562674519,7.140160104,11 months
20/01/2023,1.166459317,-4.684957994,7.017876628,11 months
21/01/2023,0.933774918,-4.917642393,6.785192229,11 months
22/01/2023,1.040720123,-4.810697188,6.892137435,11 months
23/01/2023,0.609432553,-5.241984759,6.460849864,11 months
24/01/2023,0.842690395,-5.008726916,6.694107707,11 months
25/01/2023,0.947138081,-4.90427923,6.798555392,11 months
26/01/2023,1.187944911,-4.6634724,7.039362222,11 months
27/01/2023,1.067949139,-4.783468172,6.919366451,11 months
28/01/2023,0.836529772,-5.01488754,6.687947083,11 months
29/01/2023,1.133234091,-4.71818322,6.984651402,11 months
30/01/2023,0.701158739,-5.150258572,6.552576051,11 months
31/01/2023,0.932615684,-4.918801627,6.784032995,11 months
01/02/2023,1.408144004,-4.443273307,7.259561316,11 months
02/02/2023,1.867679565,-3.983737747,7.719096876,11 months
03/02/2023,1.742998458,-4.108418854,7.594415769,11 months
04/02/2023,1.761304893,-4.090112418,7.612722204,11 months
05/02/2023,1.785873854,-4.065543457,7.637291165,11 months
06/02/2023,1.346632283,-4.504785028,7.198049594,11 months
07/02/2023,1.314927824,-4.536489488,7.166345135,11 months
08/02/2023,1.408085981,-4.44333133,7.259503292,11 months
09/02/2023,1.636091449,-4.215325863,7.48750876,11 months
10/02/2023,1.501905162,-4.349512149,7.353322473,11 months
11/02/2023,1.510335292,-4.341082019,7.361752603,11 months
12/02/2023,1.790490189,-4.060927123,7.6419075,11 months
13/02/2023,1.340918959,-4.510498352,7.19233627,11 months
14/02/2023,1.298809243,-4.552608069,7.150226554,11 months
15/02/2023,1.381590474,-4.469826837,7.233007785,11 months
16/02/2023,1.599352732,-4.252064579,7.450770043,11 months
17/02/2023,1.455163018,-4.396254293,7.306580329,11 months
18/02/2023,1.453935455,-4.397481857,7.305352766,11 months
19/02/2023,1.535361356,-4.316055956,7.386778667,11 months
20/02/2023,1.077137301,-4.774280011,6.928554612,11 months
21/02/2023,1.027029673,-4.824387639,6.878446984,11 months
22/02/2023,1.102565429,-4.748851883,6.95398274,11 months
23/02/2023,1.313928109,-4.537489202,7.16534542,11 months
24/02/2023,1.164273367,-4.687143944,7.015690679,11 months
25/02/2023,1.158598452,-4.69281886,7.010015763,11 months
26/02/2023,0.990978101,-4.86043921,6.842395412,11 months
27/02/2023,0.530565916,-5.320851395,6.381983228,11 months
28/02/2023,0.479497376,-5.371919936,6.330914687,11 months
01/03/2023,1.072505008,-4.778912304,6.923922319,11 months
02/03/2023,1.508003112,-4.343414199,7.359420424,11 months
03/03/2023,1.361361869,-4.490055443,7.21277918,11 months
04/03/2023,1.360092959,-4.491324352,7.21151027,11 months
05/03/2023,1.802981919,-4.048435392,7.654399231,11 months
06/03/2023,1.349804697,-4.501612614,7.201222008,11 months
07/03/2023,1.307387442,-4.54402987,7.158804753,11 months
08/03/2023,1.393299224,-4.458118087,7.244716535,11 months
09/03/2023,1.617746825,-4.233670486,7.469164136,11 months
10/03/2023,1.483889834,-4.367527477,7.335307146,11 months
11/03/2023,1.496709826,-4.354707485,7.348127137,11 months
12/03/2023,1.785461651,-4.065955661,7.636878962,11 months
13/03/2023,1.348812535,-4.502604776,7.200229846,11 months
14/03/2023,1.324038563,-4.527378748,7.175455875,11 months
15/03/2023,1.428626842,-4.422790469,7.280044153,11 months
16/03/2023,1.672693457,-4.178723854,7.524110769,11 months
17/03/2023,1.559299076,-4.292118236,7.410716387,11 months
18/03/2023,1.593318681,-4.25809863,7.444735992,11 months
19/03/2023,1.279155857,-4.572261455,7.130573168,11 months
20/03/2023,0.864833087,-4.986584225,6.716250398,11 months
21/03/2023,0.862763164,-4.988654148,6.714180475,11 months
22/03/2023,0.99030265,-4.861114661,6.841719961,11 months
23/03/2023,1.257433012,-4.593984299,7.108850323,11 months
24/03/2023,1.167077058,-4.684340254,7.018494369,11 months
25/03/2023,1.223969546,-4.627447765,7.075386857,11 months
26/03/2023,1.55710999,-4.294307321,7.408527301,11 months
27/03/2023,1.164903339,-4.686513973,7.01632065,11 months
28/03/2023,1.1843581,-4.667059211,7.035775411,11 months
29/03/2023,1.332690196,-4.518727116,7.184107507,11 months
30/03/2023,1.619742651,-4.231674661,7.471159962,11 months
31/03/2023,1.548302946,-4.303114365,7.399720257,11 months
01/04/2023,1.588815673,-4.262601638,7.440232984,11 months
02/04/2023,2.330435673,-3.520981638,8.181852985,11 months
03/04/2023,1.953360305,-3.898057006,7.804777616,11 months
04/04/2023,2.241741434,-3.609675877,8.093158745,11 months
05/04/2023,2.402101409,-3.449315902,8.25351872,11 months
06/04/2023,2.699478033,-3.151939278,8.550895345,11 months
07/04/2023,2.381275522,-3.47014179,8.232692833,11 months
08/04/2023,2.462603739,-3.388813572,8.31402105,11 months
09/04/2023,2.381756401,-3.469660911,8.233173712,11 months
10/04/2023,2.007389037,-3.844028274,7.858806348,11 months
11/04/2023,2.296425038,-3.554992273,8.147842349,11 months
12/04/2023,2.455349245,-3.396068066,8.306766557,11 months
13/04/2023,2.749173646,-3.102243665,8.600590957,11 months
14/04/2023,2.425288568,-3.426128743,8.27670588,11 months
15/04/2023,2.49880209,-3.352615222,8.350219401,11 months
16/04/2023,2.653711808,-3.197705503,8.505129119,11 months
17/04/2023,2.267308876,-3.584108435,8.118726187,11 months
18/04/2023,2.542244895,-3.309172416,8.393662206,11 months
19/04/2023,2.685051417,-3.166365894,8.536468728,11 months
20/04/2023,2.960798903,-2.890618408,8.812216214,11 months
21/04/2023,2.616947626,-3.234469685,8.468364937,11 months
22/04/2023,2.668686704,-3.182730608,8.520104015,11 months
23/04/2023,2.989627504,-2.861789808,8.841044815,11 months
24/04/2023,2.578118874,-3.273298437,8.429536185,11 months
25/04/2023,2.826445902,-3.02497141,8.677863213,11 months
26/04/2023,2.941260483,-2.910156829,8.792677794,11 months
27/04/2023,3.187761662,-2.663655649,9.039178973,11 months
28/04/2023,2.813545785,-3.037871526,8.664963097,11 months
29/04/2023,2.833944739,-3.017472572,8.68536205,11 months
30/04/2023,2.856980226,-2.994437085,8.708397537,11 months
01/05/2023,2.986067641,-2.86534967,8.837484952,11 months
02/05/2023,3.4791472,-2.372270111,9.330564511,11 months
03/05/2023,3.560251063,-2.291166248,9.411668375,11 months
04/05/2023,3.772849744,-2.078567567,9.624267055,11 months
05/05/2023,3.619997236,-2.231420075,9.471414548,11 months
06/05/2023,3.606603073,-2.244814238,9.458020384,11 months
07/05/2023,3.606591005,-2.244826307,9.458008316,11 months
08/05/2023,3.129212389,-2.722204923,8.9806297,11 months
09/05/2023,3.311775993,-2.539641319,9.163193304,11 months
10/05/2023,3.36125037,-2.490166942,9.212667681,11 months
11/05/2023,3.543148911,-2.3082684,9.394566222,11 months
12/05/2023,3.36067157,-2.490745741,9.212088882,11 months
13/05/2023,3.31886761,-2.532549701,9.170284922,11 months
14/05/2023,3.102271407,-2.749145904,8.953688718,11 months
15/05/2023,2.599303373,-3.252113938,8.450720685,11 months
16/05/2023,2.757866613,-3.093550698,8.609283925,11 months
17/05/2023,2.78503694,-3.066380372,8.636454251,11 months
18/05/2023,2.946425263,-2.904992048,8.797842574,11 months
19/05/2023,2.745318786,-3.106098525,8.596736097,11 months
20/05/2023,2.68684329,-3.164574021,8.538260602,11 months
21/05/2023,2.209905063,-3.641512248,8.061322374,11 months
22/05/2023,1.694365442,-4.157051869,7.545782753,11 months
23/05/2023,1.842476312,-4.008940999,7.693893624,11 months
24/05/2023,1.861343892,-3.990073419,7.712761204,11 months
25/05/2023,2.016597544,-3.834819768,7.868014855,11 months
26/05/2023,1.811530944,-4.039886367,7.662948255,11 months
27/05/2023,1.751264431,-4.10015288,7.602681743,11 months
28/05/2023,1.879379889,-3.972037423,7.7307972,11 months
29/05/2023,1.366324182,-4.48509313,7.217741493,11 months
30/05/2023,1.519001898,-4.332415413,7.370419209,11 months
31/05/2023,1.544468171,-4.30694914,7.395885483,11 months
01/06/2023,2.42593938,-3.425477931,8.277356692,11 months
02/06/2023,2.453826954,-3.397590357,8.305244266,11 months
03/06/2023,2.405845107,-3.445572204,8.257262419,11 months
04/06/2023,2.63378845,-3.217628861,8.485205762,11 months
05/06/2023,2.136373064,-3.715044248,7.987790375,11 months
06/06/2023,2.306213591,-3.545203721,8.157630902,11 months
07/06/2023,2.094958781,-3.75645853,7.946376092,11 months
08/06/2023,2.278644128,-3.572773183,8.130061439,11 months
09/06/2023,2.105073818,-3.746343494,7.956491129,11 months
10/06/2023,2.079158107,-3.772259204,7.930575418,11 months
11/06/2023,1.705334751,-4.146082561,7.556752062,11 months
12/06/2023,1.231659881,-4.61975743,7.083077192,11 months
13/06/2023,1.42587341,-4.425543901,7.277290721,11 months
14/06/2023,1.239485976,-4.611931336,7.090903287,11 months
15/06/2023,1.448394822,-4.403022489,7.299812134,11 months
16/06/2023,1.300266607,-4.551150704,7.151683919,11 months
17/06/2023,1.299875629,-4.551541682,7.15129294,11 months
18/06/2023,1.57626371,-4.275153602,7.427681021,11 months
19/06/2023,1.127881347,-4.723535964,6.979298658,11 months
20/06/2023,1.347079679,-4.504337632,7.19849699,11 months
21/06/2023,1.185247637,-4.666169675,7.036664948,11 months
22/06/2023,1.418166143,-4.433251169,7.269583454,11 months
23/06/2023,1.29339157,-4.558025742,7.144808881,11 months
24/06/2023,1.315594563,-4.535822748,7.167011874,11 months
25/06/2023,1.783197741,-4.068219571,7.634615052,11 months
26/06/2023,1.355608254,-4.495809058,7.207025565,11 months
27/06/2023,1.594573799,-4.256843512,7.44599111,11 months
28/06/2023,1.451411062,-4.40000625,7.302828373,11 months
29/06/2023,1.701837492,-4.14957982,7.553254803,11 months
30/06/2023,1.593355002,-4.258062309,7.444772313,11 months
01/07/2023,1.593761529,-4.257655782,7.44517884,11 months
02/07/2023,1.692892541,-4.15852477,7.544309852,11 months
03/07/2023,1.27771325,-4.573704061,7.129130561,11 months
04/07/2023,1.527747991,-4.32366932,7.379165302,11 months
05/07/2023,1.649598808,-4.201818503,7.501016119,11 months
06/07/2023,1.908397346,-3.943019965,7.759814657,11 months
07/07/2023,1.55165543,-4.299761882,7.403072741,11 months
08/07/2023,1.594603796,-4.256813515,7.446021107,11 months
09/07/2023,1.721363144,-4.130054168,7.572780455,11 months
10/07/2023,1.309347404,-4.542069907,7.160764715,11 months
11/07/2023,1.56132983,-4.290087482,7.412747141,11 months
12/07/2023,1.683961665,-4.167455647,7.535378976,11 months
13/07/2023,1.942430242,-3.908987069,7.793847553,11 months
14/07/2023,1.584309005,-4.267108307,7.435726316,11 months
15/07/2023,1.62489565,-4.226521661,7.476312961,11 months
16/07/2023,1.937904635,-3.913512676,7.789321947,11 months
17/07/2023,1.521781512,-4.329635799,7.373198823,11 months
18/07/2023,1.768900796,-4.082516515,7.620318108,11 months
19/07/2023,1.885995671,-3.96542164,7.737412982,11 months
20/07/2023,2.138337472,-3.713079839,7.989754783,11 months
21/07/2023,1.773585027,-4.077832284,7.625002339,11 months
22/07/2023,1.807122112,-4.044295199,7.658539423,11 months
23/07/2023,1.847010989,-4.004406322,7.698428301,11 months
24/07/2023,1.423259242,-4.428158069,7.274676554,11 months
25/07/2023,1.66258725,-4.188830061,7.514004561,11 months
26/07/2023,1.771810423,-4.079606888,7.623227735,11 months
27/07/2023,2.016279805,-3.835137506,7.867697116,11 months
28/07/2023,1.64373083,-4.207686481,7.495148141,11 months
29/07/2023,1.669620249,-4.181797062,7.52103756,11 months
30/07/2023,1.96781746,-3.883599851,7.819234771,11 months
31/07/2023,1.536917714,-4.314499597,7.388335026,11 months
01/08/2023,1.309113152,-4.542304159,7.160530463,11 months
02/08/2023,1.690033073,-4.161384238,7.541450384,11 months
03/08/2023,1.92853401,-3.922883301,7.779951322,11 months
04/08/2023,1.805795503,-4.045621808,7.657212814,11 months
05/08/2023,1.826723522,-4.02469379,7.678140833,11 months
06/08/2023,1.93098853,-3.920428781,7.782405841,11 months
07/08/2023,1.240959792,-4.610457519,7.092377103,11 months
08/08/2023,1.470236776,-4.381180535,7.321654087,11 months
09/08/2023,1.570405647,-4.281011665,7.421822958,11 months
10/08/2023,1.80686949,-4.044547821,7.658286801,11 months
11/08/2023,1.682696915,-4.168720396,7.534114227,11 months
12/08/2023,1.702785249,-4.148632063,7.55420256,11 months
12/05/2022,4.707935602,NA,NA,12 months
13/05/2022,3.025999306,NA,NA,12 months
14/05/2022,2.652584722,NA,NA,12 months
15/05/2022,3.176898611,NA,NA,12 months
16/05/2022,3.199274306,NA,NA,12 months
17/05/2022,2.775901389,NA,NA,12 months
18/05/2022,2.69595625,NA,NA,12 months
19/05/2022,2.640545139,NA,NA,12 months
20/05/2022,1.935965972,NA,NA,12 months
21/05/2022,2.38895415,NA,NA,12 months
24/05/2022,0.762715966,NA,NA,12 months
25/05/2022,2.151674306,NA,NA,12 months
26/05/2022,2.745491111,NA,NA,12 months
31/05/2022,0.794618182,NA,NA,12 months
01/06/2022,2.029339024,NA,NA,12 months
02/06/2022,2.484563542,NA,NA,12 months
03/06/2022,2.88139375,NA,NA,12 months
04/06/2022,2.595713194,NA,NA,12 months
05/06/2022,2.010494444,NA,NA,12 months
06/06/2022,2.638295833,NA,NA,12 months
07/06/2022,2.779093056,NA,NA,12 months
08/06/2022,1.428313986,NA,NA,12 months
09/06/2022,0.914211458,NA,NA,12 months
10/06/2022,2.171935069,NA,NA,12 months
11/06/2022,2.765937847,NA,NA,12 months
12/06/2022,2.286890625,NA,NA,12 months
13/06/2022,1.559672917,NA,NA,12 months
14/06/2022,0.494092014,NA,NA,12 months
15/06/2022,1.289817822,NA,NA,12 months
16/06/2022,1.545923684,NA,NA,12 months
17/06/2022,1.698937153,NA,NA,12 months
18/06/2022,1.368589583,NA,NA,12 months
19/06/2022,0.893864931,NA,NA,12 months
20/06/2022,2.145393056,NA,NA,12 months
21/06/2022,0.387551389,NA,NA,12 months
22/06/2022,0.623340278,NA,NA,12 months
23/06/2022,1.670668403,NA,NA,12 months
24/06/2022,1.394745833,NA,NA,12 months
25/06/2022,1.258885417,NA,NA,12 months
26/06/2022,1.804852431,NA,NA,12 months
27/06/2022,1.018317708,NA,NA,12 months
28/06/2022,1.217724306,NA,NA,12 months
29/06/2022,1.737663889,NA,NA,12 months
30/06/2022,2.712030061,NA,NA,12 months
01/07/2022,2.231082759,NA,NA,12 months
02/07/2022,1.901282986,NA,NA,12 months
03/07/2022,2.300810764,NA,NA,12 months
04/07/2022,0.824482986,NA,NA,12 months
05/07/2022,1.447805903,NA,NA,12 months
06/07/2022,1.542794444,NA,NA,12 months
07/07/2022,0.855107292,NA,NA,12 months
08/07/2022,1.538985417,NA,NA,12 months
09/07/2022,1.206404167,NA,NA,12 months
10/07/2022,2.258291667,NA,NA,12 months
11/07/2022,1.820593056,NA,NA,12 months
12/07/2022,1.849984028,NA,NA,12 months
13/07/2022,1.723466667,NA,NA,12 months
14/07/2022,1.156826042,NA,NA,12 months
15/07/2022,0.386513889,NA,NA,12 months
16/07/2022,1.292538542,NA,NA,12 months
17/07/2022,2.503977778,NA,NA,12 months
18/07/2022,0.450251042,NA,NA,12 months
19/07/2022,2.400854514,NA,NA,12 months
20/07/2022,1.86106875,NA,NA,12 months
21/07/2022,3.167716319,NA,NA,12 months
22/07/2022,2.406262847,NA,NA,12 months
23/07/2022,1.837045139,NA,NA,12 months
24/07/2022,1.641955556,NA,NA,12 months
25/07/2022,0.815207986,NA,NA,12 months
26/07/2022,2.833456944,NA,NA,12 months
27/07/2022,1.91151195,NA,NA,12 months
28/07/2022,1.945563366,NA,NA,12 months
29/07/2022,0.544959375,NA,NA,12 months
30/07/2022,1.5553875,NA,NA,12 months
31/07/2022,3.001889083,NA,NA,12 months
01/08/2022,0.30229661,NA,NA,12 months
02/08/2022,1.293307292,NA,NA,12 months
03/08/2022,2.780509375,NA,NA,12 months
04/08/2022,1.637516319,NA,NA,12 months
05/08/2022,2.548803819,NA,NA,12 months
06/08/2022,2.017529167,NA,NA,12 months
07/08/2022,1.309562153,NA,NA,12 months
08/08/2022,1.717640625,NA,NA,12 months
09/08/2022,1.532463542,NA,NA,12 months
10/08/2022,1.569150347,NA,NA,12 months
11/08/2022,1.485265278,NA,NA,12 months
12/08/2022,1.576089236,NA,NA,12 months
13/08/2022,1.639046875,NA,NA,12 months
14/08/2022,1.2397625,NA,NA,12 months
15/08/2022,0.802059722,NA,NA,12 months
16/08/2022,0.751621528,NA,NA,12 months
17/08/2022,1.469442014,NA,NA,12 months
18/08/2022,1.123939236,NA,NA,12 months
19/08/2022,0.783787847,NA,NA,12 months
20/08/2022,1.290105556,NA,NA,12 months
21/08/2022,0.955396181,NA,NA,12 months
22/08/2022,1.357744906,NA,NA,12 months
23/08/2022,2.597292014,NA,NA,12 months
24/08/2022,1.482247569,NA,NA,12 months
25/08/2022,2.006594097,NA,NA,12 months
26/08/2022,1.991759028,NA,NA,12 months
27/08/2022,1.388339583,NA,NA,12 months
28/08/2022,1.538382639,NA,NA,12 months
29/08/2022,1.116085069,NA,NA,12 months
30/08/2022,2.266723264,NA,NA,12 months
31/08/2022,1.41150722,NA,NA,12 months
01/09/2022,1.830452083,NA,NA,12 months
02/09/2022,1.542970213,NA,NA,12 months
03/09/2022,0.547424306,NA,NA,12 months
04/09/2022,1.745832292,NA,NA,12 months
05/09/2022,1.331801736,NA,NA,12 months
06/09/2022,0.619145833,NA,NA,12 months
07/09/2022,0.8949875,NA,NA,12 months
08/09/2022,0.491457292,NA,NA,12 months
09/09/2022,2.395101042,NA,NA,12 months
10/09/2022,2.84719375,NA,NA,12 months
