.index,.value,.conf_lo,.conf_hi,Month,Entrada,Corriente
09/07/2022,1.190893056,NA,NA,11 months,I2,Promedio
10/07/2022,2.176553125,NA,NA,11 months,I2,Promedio
11/07/2022,1.739094097,NA,NA,11 months,I2,Promedio
12/07/2022,1.720102083,NA,NA,11 months,I2,Promedio
13/07/2022,1.632822569,NA,NA,11 months,I2,Promedio
14/07/2022,1.145407986,NA,NA,11 months,I2,Promedio
15/07/2022,0.454069097,NA,NA,11 months,I2,Promedio
16/07/2022,1.250461111,NA,NA,11 months,I2,Promedio
17/07/2022,2.396560417,NA,NA,11 months,I2,Promedio
18/07/2022,0.462137847,NA,NA,11 months,I2,Promedio
19/07/2022,2.261451736,NA,NA,11 months,I2,Promedio
20/07/2022,1.755789583,NA,NA,11 months,I2,Promedio
21/07/2022,2.995510764,NA,NA,11 months,I2,Promedio
22/07/2022,2.406262847,NA,NA,11 months,I2,Promedio
23/07/2022,1.749828125,NA,NA,11 months,I2,Promedio
24/07/2022,1.564051389,NA,NA,11 months,I2,Promedio
25/07/2022,0.791816667,NA,NA,11 months,I2,Promedio
26/07/2022,2.718011806,NA,NA,11 months,I2,Promedio
27/07/2022,1.830083648,NA,NA,11 months,I2,Promedio
28/07/2022,1.826872772,NA,NA,11 months,I2,Promedio
29/07/2022,0.598145486,NA,NA,11 months,I2,Promedio
30/07/2022,1.522928819,NA,NA,11 months,I2,Promedio
31/07/2022,2.858724454,NA,NA,11 months,I2,Promedio
01/08/2022,0.405609322,NA,NA,11 months,I2,Promedio
02/08/2022,1.269547222,NA,NA,11 months,I2,Promedio
03/08/2022,2.662490278,NA,NA,11 months,I2,Promedio
04/08/2022,1.592216667,NA,NA,11 months,I2,Promedio
05/08/2022,2.436724306,NA,NA,11 months,I2,Promedio
06/08/2022,1.93059375,NA,NA,11 months,I2,Promedio
07/08/2022,1.273867708,NA,NA,11 months,I2,Promedio
08/08/2022,1.682576736,NA,NA,11 months,I2,Promedio
09/08/2022,1.490700694,NA,NA,11 months,I2,Promedio
10/08/2022,1.474344097,NA,NA,11 months,I2,Promedio
11/08/2022,1.438706597,NA,NA,11 months,I2,Promedio
12/08/2022,1.512180903,NA,NA,11 months,I2,Promedio
13/08/2022,1.571505208,NA,NA,11 months,I2,Promedio
14/08/2022,1.219407639,NA,NA,11 months,I2,Promedio
15/08/2022,0.842797917,NA,NA,11 months,I2,Promedio
16/08/2022,0.755326389,NA,NA,11 months,I2,Promedio
17/08/2022,1.328868056,NA,NA,11 months,I2,Promedio
18/08/2022,1.108229861,NA,NA,11 months,I2,Promedio
19/08/2022,0.774060417,NA,NA,11 months,I2,Promedio
20/08/2022,1.25735,NA,NA,11 months,I2,Promedio
21/08/2022,0.944391667,NA,NA,11 months,I2,Promedio
22/08/2022,1.357744906,NA,NA,11 months,I2,Promedio
23/08/2022,2.494156944,NA,NA,11 months,I2,Promedio
24/08/2022,1.428330556,NA,NA,11 months,I2,Promedio
25/08/2022,1.907844097,NA,NA,11 months,I2,Promedio
26/08/2022,1.914986806,NA,NA,11 months,I2,Promedio
27/08/2022,1.333958681,NA,NA,11 months,I2,Promedio
28/08/2022,1.476527083,NA,NA,11 months,I2,Promedio
29/08/2022,1.092892014,NA,NA,11 months,I2,Promedio
30/08/2022,2.140974306,NA,NA,11 months,I2,Promedio
31/08/2022,1.354075451,NA,NA,11 months,I2,Promedio
01/09/2022,1.749411806,NA,NA,11 months,I2,Promedio
02/09/2022,1.502152482,NA,NA,11 months,I2,Promedio
03/09/2022,0.597365972,NA,NA,11 months,I2,Promedio
04/09/2022,1.684958681,NA,NA,11 months,I2,Promedio
05/09/2022,1.303309028,NA,NA,11 months,I2,Promedio
06/09/2022,0.657518056,NA,NA,11 months,I2,Promedio
07/09/2022,0.929844792,NA,NA,11 months,I2,Promedio
08/09/2022,0.544334722,NA,NA,11 months,I2,Promedio
09/09/2022,2.256068403,NA,NA,11 months,I2,Promedio
10/09/2022,2.673115625,NA,NA,11 months,I2,Promedio
11/09/2022,0.943321528,NA,NA,11 months,I2,Promedio
12/09/2022,0.48672069,NA,NA,11 months,I2,Promedio
13/09/2022,1.21008477,-3.046275621,5.46644516,11 months,I2,Promedio
14/09/2022,1.065136635,-3.191223756,5.321497025,11 months,I2,Promedio
15/09/2022,1.26186348,-2.99449691,5.51822387,11 months,I2,Promedio
16/09/2022,1.139787365,-3.116573025,5.396147755,11 months,I2,Promedio
17/09/2022,1.443585068,-2.812775322,5.699945459,11 months,I2,Promedio
18/09/2022,1.566272148,-2.690088242,5.822632539,11 months,I2,Promedio
19/09/2022,1.166275027,-3.090085364,5.422635417,11 months,I2,Promedio
20/09/2022,1.346463127,-2.909897264,5.602823517,11 months,I2,Promedio
21/09/2022,1.197070367,-3.059290023,5.453430757,11 months,I2,Promedio
22/09/2022,1.389534313,-2.866826077,5.645894703,11 months,I2,Promedio
23/09/2022,1.263385277,-2.992975113,5.519745667,11 months,I2,Promedio
24/09/2022,0.911323465,-3.345036925,5.167683855,11 months,I2,Promedio
25/09/2022,1.030340734,-3.226019656,5.286701125,11 months,I2,Promedio
26/09/2022,0.626886095,-3.629474295,4.883246486,11 months,I2,Promedio
27/09/2022,0.803835552,-3.452524838,5.060195942,11 months,I2,Promedio
28/09/2022,0.651429156,-3.604931234,4.907789546,11 months,I2,Promedio
29/09/2022,0.841110144,-3.415250246,5.097470535,11 months,I2,Promedio
30/09/2022,0.712414036,-3.543946355,4.968774426,11 months,I2,Promedio
01/10/2022,0.924411733,-3.331948657,5.180772124,11 months,I2,Promedio
02/10/2022,1.252487044,-3.003873346,5.508847434,11 months,I2,Promedio
03/10/2022,0.847219409,-3.409140981,5.1035798,11 months,I2,Promedio
04/10/2022,1.022607732,-3.233752659,5.278968122,11 months,I2,Promedio
05/10/2022,1.08314956,-3.17321083,5.33950995,11 months,I2,Promedio
06/10/2022,1.27178088,-2.984579511,5.52814127,11 months,I2,Promedio
07/10/2022,0.928038939,-3.328321451,5.18439933,11 months,I2,Promedio
08/10/2022,1.063656246,-3.192704145,5.320016636,11 months,I2,Promedio
09/10/2022,1.180341136,-3.076019254,5.436701526,11 months,I2,Promedio
10/10/2022,0.775063417,-3.481296973,5.031423807,11 months,I2,Promedio
11/10/2022,0.950702017,-3.305658373,5.207062407,11 months,I2,Promedio
12/10/2022,1.011753639,-3.244606751,5.26811403,11 months,I2,Promedio
13/10/2022,1.201152912,-3.055207478,5.457513302,11 months,I2,Promedio
14/10/2022,0.858435217,-3.397925174,5.114795607,11 months,I2,Promedio
15/10/2022,0.666281396,-3.590078994,4.922641786,11 months,I2,Promedio
16/10/2022,0.78449549,-3.4718649,5.04085588,11 months,I2,Promedio
17/10/2022,0.380994645,-3.875365745,4.637355035,11 months,I2,Promedio
18/10/2022,0.558653928,-3.697706462,4.815014318,11 months,I2,Promedio
19/10/2022,0.621965699,-3.634394691,4.87832609,11 months,I2,Promedio
20/10/2022,0.813859769,-3.442500621,5.070220159,11 months,I2,Promedio
21/10/2022,0.473866236,-3.782494154,4.730226626,11 months,I2,Promedio
22/10/2022,0.613709494,-3.642650897,4.870069884,11 months,I2,Promedio
23/10/2022,0.735088822,-3.521271568,4.991449212,11 months,I2,Promedio
24/10/2022,0.334964041,-3.92139635,4.591324431,11 months,I2,Promedio
25/10/2022,0.516203179,-3.740157212,4.772563569,11 months,I2,Promedio
26/10/2022,0.583291151,-3.673069239,4.839651541,11 months,I2,Promedio
27/10/2022,0.779149928,-3.477210462,5.035510319,11 months,I2,Promedio
28/10/2022,0.443301389,-3.813059001,4.699661779,11 months,I2,Promedio
29/10/2022,0.453009123,-3.803351267,4.709369513,11 months,I2,Promedio
30/10/2022,0.578867912,-3.677492479,4.835228302,11 months,I2,Promedio
31/10/2022,0.183376087,-4.072984303,4.439736478,11 months,I2,Promedio
01/11/2022,0.686275799,-3.570084592,4.942636189,11 months,I2,Promedio
02/11/2022,1.022174225,-3.234186165,5.278534616,11 months,I2,Promedio
03/11/2022,1.223067764,-3.033292626,5.479428154,11 months,I2,Promedio
04/11/2022,1.106622169,-3.149738222,5.362982559,11 months,I2,Promedio
05/11/2022,0.765516223,-3.490844167,5.021876613,11 months,I2,Promedio
06/11/2022,0.89671784,-3.35964255,5.153078231,11 months,I2,Promedio
07/11/2022,0.292394865,-3.963965525,4.548755255,11 months,I2,Promedio
08/11/2022,0.483903952,-3.772456438,4.740264342,11 months,I2,Promedio
09/11/2022,0.561453936,-3.694906454,4.817814326,11 months,I2,Promedio
10/11/2022,0.76794503,-3.488415361,5.02430542,11 months,I2,Promedio
11/11/2022,0.657131717,-3.599228673,4.913492108,11 months,I2,Promedio
12/11/2022,0.973665395,-3.282694995,5.230025786,11 months,I2,Promedio
13/11/2022,1.110533225,-3.145827165,5.366893616,11 months,I2,Promedio
14/11/2022,0.511875527,-3.744484863,4.768235918,11 months,I2,Promedio
15/11/2022,0.709036967,-3.547323423,4.965397358,11 months,I2,Promedio
16/11/2022,0.792214377,-3.464146014,5.048574767,11 months,I2,Promedio
17/11/2022,1.004295973,-3.252064418,5.260656363,11 months,I2,Promedio
18/11/2022,0.899024272,-3.357336118,5.155384662,11 months,I2,Promedio
19/11/2022,1.059571187,-3.196789204,5.315931577,11 months,I2,Promedio
20/11/2022,1.201847174,-3.054513216,5.458207564,11 months,I2,Promedio
21/11/2022,0.608513236,-3.647847154,4.864873626,11 months,I2,Promedio
22/11/2022,0.810902406,-3.445457984,5.067262796,11 months,I2,Promedio
23/11/2022,0.89920002,-3.357160371,5.15556041,11 months,I2,Promedio
24/11/2022,1.116282957,-3.140077434,5.372643347,11 months,I2,Promedio
25/11/2022,1.015882575,-3.240477815,5.272242966,11 months,I2,Promedio
26/11/2022,0.556190751,-3.70016964,4.812551141,11 months,I2,Promedio
27/11/2022,0.703045356,-3.553315035,4.959405746,11 months,I2,Promedio
28/11/2022,0.114127814,-4.142232576,4.370488205,11 months,I2,Promedio
29/11/2022,0.320760919,-3.935599471,4.577121309,11 months,I2,Promedio
30/11/2022,0.413120041,-3.843240349,4.669480431,11 months,I2,Promedio
01/12/2022,0.957664365,-3.298696026,5.214024755,11 months,I2,Promedio
02/12/2022,1.072051597,-3.184308793,5.328411987,11 months,I2,Promedio
03/12/2022,1.24078635,-3.015574041,5.49714674,11 months,I2,Promedio
04/12/2022,1.390879314,-2.865481077,5.647239704,11 months,I2,Promedio
05/12/2022,1.01922743,-3.23713296,5.27558782,11 months,I2,Promedio
06/12/2022,1.228636068,-3.027724323,5.484996458,11 months,I2,Promedio
07/12/2022,1.109273067,-3.147087323,5.365633457,11 months,I2,Promedio
08/12/2022,1.332508014,-2.923852377,5.588868404,11 months,I2,Promedio
09/12/2022,1.237801467,-3.018558923,5.494161858,11 months,I2,Promedio
10/12/2022,1.569766667,-2.686593724,5.826127057,11 months,I2,Promedio
11/12/2022,1.721353705,-2.535006685,5.977714096,11 months,I2,Promedio
12/12/2022,1.350921742,-2.905438648,5.607282132,11 months,I2,Promedio
13/12/2022,1.561271264,-2.695089126,5.817631654,11 months,I2,Promedio
14/12/2022,1.442565712,-2.813794679,5.698926102,11 months,I2,Promedio
15/12/2022,1.66617076,-2.59018963,5.92253115,11 months,I2,Promedio
16/12/2022,1.571543555,-2.684816835,5.827903946,11 months,I2,Promedio
17/12/2022,1.251310001,-3.005050389,5.507670391,11 months,I2,Promedio
18/12/2022,1.402386652,-2.853973738,5.658747042,11 months,I2,Promedio
19/12/2022,1.03114636,-3.22521403,5.287506751,11 months,I2,Promedio
20/12/2022,1.240388258,-3.015972133,5.496748648,11 months,I2,Promedio
21/12/2022,1.120274953,-3.136085437,5.376635344,11 months,I2,Promedio
22/12/2022,1.342171821,-2.914188569,5.598532211,11 months,I2,Promedio
23/12/2022,1.245536237,-3.010824153,5.501896627,11 months,I2,Promedio
24/12/2022,1.279059506,-2.977300884,5.535419896,11 months,I2,Promedio
25/12/2022,1.427530194,-2.828830196,5.683890585,11 months,I2,Promedio
26/12/2022,1.053387619,-3.202972771,5.309748009,11 months,I2,Promedio
27/12/2022,1.259433265,-2.996927125,5.515793655,11 months,I2,Promedio
28/12/2022,1.135832623,-3.120527767,5.392193013,11 months,I2,Promedio
29/12/2022,1.353954469,-2.902405921,5.61031486,11 months,I2,Promedio
30/12/2022,1.253260104,-3.003100287,5.509620494,11 months,I2,Promedio
31/12/2022,1.416897484,-2.839462906,5.673257874,11 months,I2,Promedio
01/01/2023,3.325557675,-0.930802715,7.581918066,11 months,I2,Promedio
02/01/2023,3.885348762,-0.371011629,8.141709152,11 months,I2,Promedio
03/01/2023,4.086249982,-0.170110408,8.342610372,11 months,I2,Promedio
04/01/2023,4.171503079,-0.084857311,8.42786347,11 months,I2,Promedio
05/01/2023,4.383974229,0.127613839,8.640334619,11 months,I2,Promedio
06/01/2023,4.277386833,0.021026443,8.533747223,11 months,I2,Promedio
07/01/2023,4.063890129,-0.192470261,8.32025052,11 months,I2,Promedio
08/01/2023,4.51961385,0.26325346,8.77597424,11 months,I2,Promedio
09/01/2023,4.134018415,-0.122341975,8.390378806,11 months,I2,Promedio
10/01/2023,4.328139686,0.071779296,8.584500076,11 months,I2,Promedio
11/01/2023,4.406413805,0.150053415,8.662774195,11 months,I2,Promedio
12/01/2023,4.611716818,0.355356428,8.868077208,11 months,I2,Promedio
13/01/2023,4.497782365,0.241421975,8.754142755,11 months,I2,Promedio
14/01/2023,4.276770274,0.020409884,8.533130664,11 months,I2,Promedio
15/01/2023,4.072836772,-0.183523618,8.329197163,11 months,I2,Promedio
16/01/2023,3.679422379,-0.576938012,7.935782769,11 months,I2,Promedio
17/01/2023,3.865590064,-0.390770326,8.121950454,11 months,I2,Promedio
18/01/2023,3.935787792,-0.320572598,8.192148182,11 months,I2,Promedio
19/01/2023,4.132903687,-0.123456704,8.389264077,11 months,I2,Promedio
20/01/2023,4.010683711,-0.24567668,8.267044101,11 months,I2,Promedio
21/01/2023,3.781300232,-0.475060158,8.037660622,11 months,I2,Promedio
22/01/2023,3.924986861,-0.33137353,8.181347251,11 months,I2,Promedio
23/01/2023,3.523067755,-0.733292636,7.779428145,11 months,I2,Promedio
24/01/2023,3.700683604,-0.555676786,7.957043995,11 months,I2,Promedio
25/01/2023,3.762295587,-0.494064803,8.018655978,11 months,I2,Promedio
26/01/2023,3.950805157,-0.305555233,8.207165548,11 months,I2,Promedio
27/01/2023,3.819971697,-0.436388693,8.076332087,11 months,I2,Promedio
28/01/2023,3.581981066,-0.674379324,7.838341456,11 months,I2,Promedio
29/01/2023,3.85153263,-0.40482776,8.107893021,11 months,I2,Promedio
30/01/2023,3.441059675,-0.815300715,7.697420065,11 months,I2,Promedio
31/01/2023,3.610168673,-0.646191717,7.866529064,11 months,I2,Promedio
01/02/2023,4.211608463,-0.044751927,8.467968853,11 months,I2,Promedio
02/02/2023,4.602865414,0.346505024,8.859225804,11 months,I2,Promedio
03/02/2023,4.463747169,0.207386779,8.720107559,11 months,I2,Promedio
04/02/2023,4.431827328,0.175466937,8.688187718,11 months,I2,Promedio
05/02/2023,4.364259707,0.107899317,8.620620098,11 months,I2,Promedio
06/02/2023,3.945844021,-0.310516369,8.202204412,11 months,I2,Promedio
07/02/2023,3.892895653,-0.363464737,8.149256044,11 months,I2,Promedio
08/02/2023,3.93841159,-0.3179488,8.19477198,11 months,I2,Promedio
09/02/2023,4.11106461,-0.14529578,8.367425,11 months,I2,Promedio
10/02/2023,3.964639881,-0.29172051,8.221000271,11 months,I2,Promedio
11/02/2023,3.925603464,-0.330756926,8.181963854,11 months,I2,Promedio
12/02/2023,4.180170313,-0.076190077,8.436530704,11 months,I2,Promedio
13/02/2023,3.755053127,-0.501307263,8.011413517,11 months,I2,Promedio
14/02/2023,3.695627839,-0.560732552,7.951988229,11 months,I2,Promedio
15/02/2023,3.734902375,-0.521458015,7.991262766,11 months,I2,Promedio
16/02/2023,3.901560114,-0.354800277,8.157920504,11 months,I2,Promedio
17/02/2023,3.749396462,-0.506963929,8.005756852,11 months,I2,Promedio
18/02/2023,3.704887345,-0.551473045,7.961247735,11 months,I2,Promedio
19/02/2023,3.819804969,-0.436555422,8.076165359,11 months,I2,Promedio
20/02/2023,3.389775527,-0.866584864,7.646135917,11 months,I2,Promedio
21/02/2023,3.325731369,-0.930629022,7.582091759,11 months,I2,Promedio
22/02/2023,3.360688614,-0.895671777,7.617049004,11 months,I2,Promedio
23/02/2023,3.523338375,-0.733022015,7.779698765,11 months,I2,Promedio
24/02/2023,3.367483328,-0.888877062,7.623843718,11 months,I2,Promedio
25/02/2023,3.319606183,-0.936754207,7.575966574,11 months,I2,Promedio
26/02/2023,3.075420795,-1.180939595,7.331781186,11 months,I2,Promedio
27/02/2023,2.642688424,-1.613671966,6.899048814,11 months,I2,Promedio
28/02/2023,2.576282046,-1.680078344,6.832642436,11 months,I2,Promedio
01/03/2023,2.965963712,-1.290396678,7.222324102,11 months,I2,Promedio
02/03/2023,3.338066008,-0.918294383,7.594426398,11 months,I2,Promedio
03/03/2023,3.180897171,-1.07546322,7.437257561,11 months,I2,Promedio
04/03/2023,3.132062671,-1.12429772,7.388423061,11 months,I2,Promedio
05/03/2023,3.539263348,-0.717097043,7.795623738,11 months,I2,Promedio
06/03/2023,3.1062936,-1.15006679,7.36265399,11 months,I2,Promedio
07/03/2023,3.040012262,-1.216348128,7.296372652,11 months,I2,Promedio
08/03/2023,3.073441055,-1.182919335,7.329801445,11 months,I2,Promedio
09/03/2023,3.235275587,-1.021084804,7.491635977,11 months,I2,Promedio
10/03/2023,3.079321911,-1.17703848,7.335682301,11 months,I2,Promedio
11/03/2023,3.032064991,-1.224295399,7.288425381,11 months,I2,Promedio
12/03/2023,3.279736665,-0.976623725,7.536097056,11 months,I2,Promedio
13/03/2023,2.849064465,-1.407295925,7.105424856,11 months,I2,Promedio
14/03/2023,2.78543708,-1.47092331,7.04179747,11 months,I2,Promedio
15/03/2023,2.821873087,-1.434487303,7.078233477,11 months,I2,Promedio
16/03/2023,2.987064388,-1.269296002,7.243424778,11 months,I2,Promedio
17/03/2023,2.834812773,-1.421547618,7.091173163,11 months,I2,Promedio
18/03/2023,2.791598389,-1.464762001,7.047958779,11 months,I2,Promedio
19/03/2023,2.418678636,-1.837681754,6.675039026,11 months,I2,Promedio
20/03/2023,1.992713301,-2.26364709,6.249073691,11 months,I2,Promedio
21/03/2023,1.934115568,-2.322244823,6.190475958,11 months,I2,Promedio
22/03/2023,1.975897068,-2.280463322,6.232257458,11 months,I2,Promedio
23/03/2023,2.146742248,-2.109618142,6.403102638,11 months,I2,Promedio
24/03/2023,2.000444944,-2.255915446,6.256805334,11 months,I2,Promedio
25/03/2023,1.963476867,-2.292883524,6.219837257,11 months,I2,Promedio
26/03/2023,2.22205558,-2.03430481,6.47841597,11 months,I2,Promedio
27/03/2023,1.802893348,-2.453467043,6.059253738,11 months,I2,Promedio
28/03/2023,1.751362617,-2.504997773,6.007723007,11 months,I2,Promedio
29/03/2023,1.800464775,-2.455895615,6.056825165,11 months,I2,Promedio
30/03/2023,1.978873612,-2.277486778,6.235234002,11 months,I2,Promedio
31/03/2023,1.84037191,-2.41598848,6.096732301,11 months,I2,Promedio
01/04/2023,1.908378885,-2.347981506,6.164739275,11 months,I2,Promedio
02/04/2023,2.547769643,-1.708590747,6.804130033,11 months,I2,Promedio
03/04/2023,2.13702882,-2.11933157,6.39338921,11 months,I2,Promedio
04/04/2023,2.308358363,-1.948002027,6.564718753,11 months,I2,Promedio
05/04/2023,2.366237397,-1.890122994,6.622597787,11 months,I2,Promedio
06/04/2023,2.553581408,-1.702778983,6.809941798,11 months,I2,Promedio
07/04/2023,2.209905117,-2.046455274,6.466265507,11 months,I2,Promedio
08/04/2023,2.190164738,-2.066195652,6.446525128,11 months,I2,Promedio
09/04/2023,1.975780656,-2.280579734,6.232141046,11 months,I2,Promedio
10/04/2023,1.574472736,-2.681887654,5.830833126,11 months,I2,Promedio
11/04/2023,1.755324697,-2.501035693,6.011685088,11 months,I2,Promedio
12/04/2023,1.822801355,-2.433559036,6.079161745,11 months,I2,Promedio
13/04/2023,2.019803753,-2.236556637,6.276164143,11 months,I2,Promedio
14/04/2023,1.685832062,-2.570528328,5.942192452,11 months,I2,Promedio
15/04/2023,1.675827859,-2.580532531,5.93218825,11 months,I2,Promedio
16/04/2023,1.827261472,-2.429098918,6.083621862,11 months,I2,Promedio
17/04/2023,1.435708746,-2.820651644,5.692069136,11 months,I2,Promedio
18/04/2023,1.626303287,-2.630057103,5.882663677,11 months,I2,Promedio
19/04/2023,1.703495166,-2.552865224,5.959855556,11 months,I2,Promedio
20/04/2023,1.910170714,-2.346189677,6.166531104,11 months,I2,Promedio
21/04/2023,1.585815442,-2.670544949,5.842175832,11 months,I2,Promedio
22/04/2023,1.585356348,-2.671004042,5.841716739,11 months,I2,Promedio
23/04/2023,1.880701501,-2.375658889,6.137061891,11 months,I2,Promedio
24/04/2023,1.498507956,-2.757852434,5.754868347,11 months,I2,Promedio
25/04/2023,1.698347335,-2.558013055,5.954707725,11 months,I2,Promedio
26/04/2023,1.784655673,-2.471704717,6.041016064,11 months,I2,Promedio
27/04/2023,2.000305462,-2.256054928,6.256665853,11 months,I2,Promedio
28/04/2023,1.684768589,-2.571591801,5.941128979,11 months,I2,Promedio
29/04/2023,1.692958665,-2.563401725,5.949319055,11 months,I2,Promedio
30/04/2023,1.667721339,-2.588639051,5.924081729,11 months,I2,Promedio
01/05/2023,1.942795534,-2.313564856,6.199155924,11 months,I2,Promedio
02/05/2023,2.414598317,-1.841762073,6.670958707,11 months,I2,Promedio
03/05/2023,2.50875052,-1.74760987,6.76511091,11 months,I2,Promedio
04/05/2023,2.732012303,-1.524348087,6.988372693,11 months,I2,Promedio
05/05/2023,2.638098772,-1.618261619,6.894459162,11 months,I2,Promedio
06/05/2023,2.653402891,-1.602957499,6.909763281,11 months,I2,Promedio
07/05/2023,2.749808843,-1.506551547,7.006169234,11 months,I2,Promedio
08/05/2023,2.38245999,-1.8739004,6.63882038,11 months,I2,Promedio
